checking_account,duration,credit_history,purpose,amount,savings_account,employment_duration,installment_rate,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,gender,profit
2,12,0,5,939,2,1,2,2,0,3,28,1,2,2,1,0,1,0,female,-125
0,21,4,8,1188,4,3,1,2,3,1,39,1,2,0,1,1,0,0,female,-470
1,48,0,1,11590,0,0,1,2,3,0,24,1,0,1,3,0,0,0,female,-3230
2,12,1,8,609,4,2,2,2,2,3,26,0,2,0,2,0,0,0,female,-58
3,18,0,3,1190,4,4,1,2,3,2,55,1,1,2,2,1,0,0,nonbinary/notreported,-73
0,21,4,8,2767,0,3,2,2,0,0,61,1,0,1,3,0,0,0,male,-1110
0,30,4,2,3441,0,0,1,0,3,0,21,0,0,0,1,0,0,0,female,-1394
0,30,2,8,4280,0,0,2,2,3,0,26,1,0,1,3,0,0,0,female,-583
0,24,4,4,3092,0,2,0,2,0,0,22,1,0,0,1,0,1,0,female,-1499
1,18,4,5,6761,1,0,1,2,3,0,68,2,0,1,1,0,0,0,male,-444
0,12,4,4,1331,4,2,1,2,2,0,22,1,2,0,1,0,0,0,male,-484
0,54,2,8,15945,4,2,0,2,3,2,58,1,0,0,1,0,1,0,male,-1348
3,24,4,2,3234,4,2,2,2,3,3,23,1,0,0,3,0,1,0,female,-1150
0,15,4,4,802,4,3,2,2,1,0,37,1,2,0,1,1,0,0,male,-58
0,48,4,2,9960,4,2,3,2,0,0,26,0,2,0,1,0,1,0,female,-243
1,24,3,8,8648,4,2,1,2,0,0,27,0,2,1,1,0,1,0,male,-1846
3,18,4,4,1345,4,0,2,2,1,3,26,1,2,0,1,0,0,0,female,-285
3,45,4,4,1845,4,0,2,2,3,2,23,1,1,0,1,0,1,0,male,-154
3,21,1,5,1647,1,0,2,2,0,1,40,0,2,1,3,1,0,0,male,-890
1,48,4,8,4844,4,4,0,2,0,0,33,1,0,0,0,0,1,0,male,-1547
0,27,2,8,8318,4,3,1,2,3,2,42,2,1,1,0,0,1,0,female,-3488
2,18,4,4,2100,4,0,2,0,0,3,37,1,2,0,1,0,0,0,male,-1630
3,45,2,8,11816,4,3,1,2,3,0,29,1,0,1,1,0,0,0,male,-4443
3,6,4,7,448,4,2,2,2,3,1,23,1,2,0,1,0,0,0,female,-194
3,30,4,3,11998,4,2,3,2,2,2,34,0,2,0,3,0,1,0,male,-6032
0,48,2,0,18424,4,0,3,2,0,1,32,0,2,0,0,0,1,1,female,-6118
3,6,4,5,14896,4,3,3,2,3,2,68,0,2,0,0,0,1,0,male,-4948
0,12,4,2,2762,1,3,3,2,0,1,25,1,2,0,1,0,1,0,female,-874
3,12,4,1,3386,4,3,0,2,3,2,35,1,1,0,1,0,1,0,male,-594
0,24,4,4,2039,4,2,3,2,2,1,22,1,2,0,1,0,1,0,female,-532
1,18,3,8,2169,4,0,2,2,0,0,28,1,2,0,1,0,1,0,female,-692
0,48,0,2,5096,4,0,1,2,1,0,30,1,2,0,0,0,1,0,female,-1610
3,18,4,4,1882,4,0,2,2,3,0,25,0,0,1,1,0,0,0,female,-811
3,48,4,4,6999,4,1,3,1,2,3,34,1,2,1,1,0,1,0,female,-4947
1,12,0,8,2292,4,4,2,2,0,0,42,2,2,1,0,0,1,0,male,-113
3,14,4,5,8978,4,3,3,2,3,1,45,1,2,0,0,0,1,1,male,-2727
3,12,4,4,674,0,1,2,2,2,1,20,1,2,0,1,0,0,0,female,-206
3,18,4,5,976,4,2,3,2,0,0,23,1,2,0,3,0,0,0,female,-264
0,24,4,5,2718,4,0,0,2,3,1,20,1,0,0,3,0,1,0,female,-1242
3,18,4,7,750,4,4,2,2,2,3,27,1,2,0,2,0,0,0,female,-13
0,24,4,1,12579,4,3,2,2,0,2,44,1,1,0,0,0,1,0,female,-5025
3,18,4,1,7511,1,3,3,2,3,1,51,1,1,0,1,1,1,0,male,-89
3,18,0,5,3966,4,3,3,2,3,3,33,0,0,2,1,0,1,0,female,-653
3,12,2,4,6199,4,0,2,2,0,1,28,1,0,1,1,0,1,0,male,-2834
3,24,4,4,1987,4,0,1,2,3,3,21,1,0,0,3,1,0,0,male,-582
3,24,4,5,2303,4,3,2,0,2,3,45,1,2,0,1,0,0,0,male,-341
1,21,0,5,12680,1,3,2,2,3,2,30,1,1,0,0,0,1,0,male,-1419
0,12,4,4,6468,1,4,1,2,2,2,52,1,2,0,0,0,1,0,male,-1853
3,30,4,2,6350,1,3,2,2,3,1,31,1,2,0,1,0,0,0,male,-3086
